original_title,popularity,vote_average,vote_count,log_budget,log_revenue,everything,id,genre
Oorlogswinter,5.013575,6.8,66,15.201805169084134,13.180724734084993,"during world war ii in the freezing netherlands winter of 19441945 the western netherlands are in the grip of a famine many people move east to provide for their families fourteen year old michiel cant wait to join the dutch resistance to the dismay of his father who as mayor works to prevent escalations in the village Drama,History,War netherlands world war ii Max TV, Prime Time, Isabella Films B.V., Fu Works, Isabella Films Netherlands, Belgium Nederlands, English, Deutsch",16564,"Drama,History,War"
Freaky Deaky,4.448353,4.9,18,0.0,0.0,"set in 1974 a pair of 60s radicals rely on their bombmaking skills on their way to becoming capitalists Comedy bomb squad exfugitive freaky Final Cut Productions, The Matthau Company United States of America English",168027,Comedy
The Train,4.49029,7.2,72,15.573368647930426,15.732433317205148,"as the allied forces approach paris in august 1944 german colonel von waldheim is desperate to take all of frances greatest paintings to germany he manages to secure a train to transport the valuable art works even as the chaos of retreat descends upon them the french resistance however wants to stop them from stealing their national treasures but have received orders from london that they are not to be destroyed the station master labiche is tasked with scheduling the train and making it all happen smoothly but he is also part of a dwindling group of resistance fighters tasked with preventing the theft he and others stage an elaborate ruse to keep the train from ever leaving french territory Action,Drama,Thriller,War paris france world war ii nazis hijacking of train artwork train ride painting french resistance train crash nazi germany art thief art theft Les Productions Artistes Associés, Les Films Ariane, Dear Film Produzione France, United States of America Deutsch, English",3482,"Action,Drama,Thriller,War"
Trade Of Innocents,2.204138,5.5,12,0.0,0.0,"in the back streets of a tourist town in presentday southeast asia we find a filthy cinder block room a bed with soiled sheets a little girl waits for the next man alex dermot mulroney a human trafficking investigator plays the role of her next customer as he negotiates with the pimp for the use of the child claire mira sorvino alexs wife is caught up in the flow of her new life in southeast asia and her role as a volunteer in an aftercare shelter for rescued girls where lives of local neighborhood girls freedoms and dignity are threatened parallel story lines intertwine and unfold twists against the backdrop of the dangerous human trafficking world in a story of struggle life hope and redemption in the trade of innocents Drama,Thriller   United States of America, Thailand English, 普通话",135595,"Drama,Thriller"
ต้มยำกุ้ง,11.81832,6.8,167,15.607270193858982,17.117461362365535,"in bangkok the young kham was raised by his father in the jungle with elephants as members of their family when his old elephant and the baby kern are stolen by criminals kham finds that the animals were sent to sidney he travels to australia where he locates the baby elephant in a restaurant owned by the evil madame rose the leader of an international thai mafia with the support of the efficient thai sergeant mark who was involved in a conspiracy kham fights to rescue the animal from the mobsters Action,Crime,Drama,Thriller buddhism elephant sydney australia fighter tempel gang animal The Weinstein Company, Sahamongkol Film International, Vivendi Thailand, Australia English, 普通话, ภาษาไทย, Tiếng Việt",8982,"Action,Crime,Drama,Thriller"
Stiff Upper Lips,0.356495,10.0,1,0.0,0.0,"stiff upper lips is a broad parody of british period films especially the lavish merchantivory productions of the eighties and early nineties although it specifically targets a room with a view chariots of fire maurice a passage to india and many other films in a more general way stiff upper lips satirises popular perceptions of certain edwardian traits propriety sexual repression xenophobia and class snobbery Comedy italy victorian england young woman  United Kingdom, India English",89861,Comedy
Bend It Like Beckham,22.054546,6.2,578,15.06831923970049,18.15382877076661,"jess bhamra the daughter of a strict indian couple in london is not permitted to play organized soccer even though she is 18 when jess is playing for fun one day her impressive skills are seen by jules paxton who then convinces jess to play for her semipro team jess uses elaborate excuses to hide her matches from her family while also dealing with her romantic feelings for her coach joe Comedy,Drama,Romance london england tradition indian lead culture clash immigration role of women sikh womens soccer soccer family woman director Fox Searchlight Pictures, Kintop Pictures, Filmförderung Hamburg, UK Film Council India, Germany, United Kingdom, United States of America English, ਪੰਜਾਬੀ",455,"Comedy,Drama,Romance"
Sunshine State,4.245123,6.0,10,0.0,0.0,a woman and her new husband returns to her hometown roots in coastal northern florida and must deal with family business and encroaching real estate development Drama independent film   English,57022,Drama
Crossover,3.201886,4.2,10,15.573368647930426,15.76142084987672,"the clock strikes midnight money changes hands the crowd is on their feet and the court is alive with fastpaced razzledazzle basketball these players dont play for a school or a pro team they play for the street and its undergroundway underground Action,Adventure,Drama street gang black people sport high school sports 360 Pictures, Dribble Productions, Platinum Equity United States of America English",14351,"Action,Adventure,Drama"
Khiladi 786,0.114342,4.7,11,0.0,4.844187086458591,"the 8th installment in the khiladi series Action,Comedy    हिन्दी",147767,"Action,Comedy"
[REC]²,22.341462,6.4,489,15.53827733427679,16.731641080775596,"the action continues from rec with the medical officer and a swat team outfitted with video cameras are sent into the sealed off apartment to control the situation Thriller,Horror religion and supernatural blood sample occult swat team gas mask night vision freezer found footage Filmax Spain Español",10664,"Thriller,Horror"
Standing Ovation,0.305922,3.9,6,0.0,13.184073527468783,"a group of young girls is competing in a nation teen music video competition Comedy,Music,Family    English",55567,"Comedy,Music,Family"
The Sting,28.500913,7.9,622,15.520258832020865,18.888283543511516,"set in the 1930s this intricate caper deals with an ambitious smalltime crook and a veteran con man who seek revenge on a vicious crime lord who murdered one of their gang Comedy,Crime,Drama chicago bet horse race repayment con man mafia boss violence ragtime reference to mutt and jeff off track betting sting operation alley 1930s 20th century Universal Pictures United States of America English",9277,"Comedy,Crime,Drama"
Chariots of Fire,10.439971,6.8,207,15.520258832020865,17.89258865910012,"the true story of british athletes preparing for and competing in the 1924 summer olympics Drama,History underdog scotland jewry patriotism olympic games jew olympian sports team ambition Twentieth Century Fox Film Corporation, Warner Bros., Enigma Productions, The Ladd Company, Allied Stars, Ltd. United Kingdom English, Français",9443,"Drama,History"
Diary of a Mad Black Woman,3.784535,6.4,71,0.0,0.0,"charles mccarter and his wife helen are about to celebrate their 18thwedding anniversary when helen comes home to find her clothes packed up in a uhaul van parked in the driveway charles is divorcing her helen moves in with her grandmother madea an old woman who doesnt take any lip from anyone madea helps helen through these tough times by showing her what is really important in life Comedy,Drama,Romance  Lions Gate Films  English",16186,"Comedy,Drama,Romance"
Shine,10.396305,7.3,131,0.0,0.0,"pianist david helfgott driven by his father and teachers has a breakdown years later he returns to the piano to popular if not critical acclaim Drama letter jumping child prodigy pool pianist concert hall breakdown Fine Line Features, Australian Film Finance Corporation (AFFC), Film Victoria, South Australian Feature Film Company Australia English",7863,Drama
Don Jon,33.296684,5.9,1671,15.607270193858982,0.0,"a new jersey guy dedicated to his family friends and church develops unrealistic expectations from watching porn and works to find happiness and intimacy with his potential true love Romance,Comedy,Drama pornography sex sex addiction male female relationship internet porn male masturbation masturbation Voltage Pictures, Ram Bergman Productions, HitRecord Films United States of America English",138697,"Romance,Comedy,Drama"
High Plains Drifter,19.127239,7.4,278,15.520258832020865,16.5691713340128,"a gunfighting stranger comes to the small settlement of lago after gunning down three gunmen who tried to kill him the townsfolk decide to hire the stranger to hold off three outlaws who are on their way Western gunslinger desperation outlaw Universal Pictures, Malpaso Productions United States of America English",11901,Western
Ghost World,14.072941,7.1,426,15.76142084987672,0.0,"a quirky girl tries to figure out what to do now that she had graduated from high school and forms a friendship with an eccentric 40yearold record collector after playing a prank on him with her best friend Comedy,Drama high school friends art class record collector plaster personal ad blues music nunchaku prank telephone call aftercreditsstinger United Artists, Jersey Films, Granada Film Productions, Capitol Films, Mr. Mudd Production Germany, United Kingdom, United States of America English",1548,"Comedy,Drama"
Iris,2.714043,6.2,47,0.0,0.0,"true story of the lifelong romance between novelist iris murdoch and her husband john bayley from their student days through her battle with alzheimers disease Drama,Romance based on novel new love love of ones life retiree aging alzheimer pflegen love author shortterm memory photographic memory Miramax Films, BBC Films, Intermedia Films Canada, United Kingdom English",11889,"Drama,Romance"
Galaxina,2.141143,3.3,16,15.520258832020865,15.397577479152067,"galaxina is a lifelike voluptuous android who is assigned to oversee the operations of an intergalactic space police cruiser captained by incompetent cornelius butt when a mission requires the ships crew to be placed in suspended animation for decades galaxina finds herself alone for many years developing emotions and falling in love with the ships pilot thor Comedy,Science Fiction android harley davidson cryogenics space travel love parody spaceship space alien motorcycle exercise lasers force field meta film forcefield motorbike cryonics Marimark Productions United States of America English",33155,"Comedy,Science Fiction"
Les Choristes,20.982455,7.5,526,0.0,0.0,"set in 1940s france a new teacher at a school for disruptive boys gives hope and inspiration Drama penalty choir diary musical boys choir dormitory music boarding school children principal boys boarding school 1940s France 2 Cinéma, Galatée Films, Pathé Renn Productions, Novo Arturo Films, Vega Film Switzerland, Germany, France Français",5528,Drama
Mambo Italiano,2.080741,5.6,28,15.288418070959365,14.924667720181958,"a sweet comic film about an italian man who comes out of the closet and the affect it has on his life and his crazy family a family movie about the stereotypes of homosexuals and italians called by critics the gay my big fat greek wedding Comedy,Romance gay father son relationship sex italoamerican lovesickness italian canada new love coming out macho based on play gay relationship family family feud lgbt emigrant icon Canada English, Français, Italiano",321,"Comedy,Romance"
Wonderland,7.79068,6.2,73,15.424948670398354,14.718288400603335,"on the afternoon of july 1 1981 los angeles police responded to a distress call on wonderland avenue and discovered a grisly quadruple homicide the police investigation that followed uncovered two versions of the events leading up to the brutal murders both involving legendary porn actor john holmes youre about to experience both versions Crime,Drama,Mystery,Thriller robbery junkie investigation porno star murder los angeles violence drug Lions Gate Films Canada, United States of America English",4997,"Crime,Drama,Mystery,Thriller"
Do the Right Thing,15.580335,7.6,292,15.687312888712007,17.4343817860075,"on the hottest day of the year on a street in the bedfordstuyvesant section of brooklyn everyones hate and bigotry smolders and builds until it explodes into violence Drama black people italoamerican police brutality sun glasses culture clash street war heat restaurant critic radio transmission punk chaos police operation pizzeria pizza money racism hip hop culture Universal Pictures, 40 Acres & A Mule Filmworks United States of America English",925,Drama
Harvard Man,5.336243,4.8,15,0.0,0.0,"college has always been a time for experimentation sexual cultural and otherwise harvard man plays out against a background of love sex basketball crime and experimentation action and philosophy in young peoples quest to discover their true identity Drama gambling sex college basketball mafia drug Lions Gate Films, Worldwide Media United States of America English",27451,Drama
Le Havre,10.787322,6.8,97,15.163583966004193,0.0,"marcel marx a former bohemian and struggling author has given up his literary ambitions and relocated to the port city le havre he leads a simple life based around his wife arletty his favourite bar and his not too profitable profession as a shoeshiner as arletty suddenly becomes seriously ill marcels path crosses with an underage illegal immigrant from africa who needs marcels help to hide from the police Drama,Comedy poverty policeman shoe shiner northern france  Finland, France, Germany Français",73532,"Drama,Comedy"
Irréversible,32.476098,7.1,538,0.0,6.675823221634848,"events over the course of one traumatic night in paris unfold in reversechronological order as the beautiful alex is brutally raped and beaten by a stranger in the underpass her boyfriend and exlover take matters into their own hands by hiring two criminals to help them find the rapist so that they can exact revenge a simultaneously beautiful and terrible examination of the destructive nature of cause and effect and how time destroys everything Drama,Thriller,Crime,Mystery paris prostitute rape sex nudity trauma knife assault police love revenge unsimulated sex cruelty brutality violence drug dark evil boyfriend rape and revenge underpass new french extremism Eskwad, StudioCanal, Wild Bunch, Les Cinémas de la Zone, Nord-Ouest Productions, Canal+, 120 Films France Français",979,"Drama,Thriller,Crime,Mystery"
R100,3.21392,5.4,31,15.520258832020865,0.0,"ruthless dominatrixes pursue a mildmannered salesman who wants to get out of his unbreakable contract with a secret bondage club Comedy,Drama dominatrix bdsm Warner Bros., Yoshimoto Kogyo Company Japan 日本語",193722,"Comedy,Drama"
Rang De Basanti,5.206967,7.2,97,14.603968372873895,16.258044706261547,"a young idealistic english filmmaker sue arrives in india to make a film on indian revolutionaries bhagat singh chandrashekhar azad and their contemporaries and their fight for freedom from the british raj owing to a lack of funds she recruits students from delhi university to act in her docudrama she finds dj who passed out five years back but still wants to be a part of the university because he doesnt think theres too much out there in the real world to look forward to karan the son of industrialist rajnath singhania who shares an uncomfortable relationship with his father but continues to live off him albeit very grudgingly aslam is a middle class muslim boy who lives in the bylanes near jama masjid poet philosopher and guide to his friends sukhi the groups baby innocent vulnerable and with a weakness for only one thing girls laxman pandey Drama new delhi india students movement war of independence student celebration Flicks Motion Pictures, UTV Motion Pictures India हिन्दी",7913,Drama
Animals,1.5846,6.2,9,0.0,0.0,animals tells the story of jude and bobbie a young couple that exist somewhere between homelessness and the fantasy of their imaginations though they masterfully con and steal in an attempt to stay one step ahead of their addiction they are ultimately forced to face the reality of their situation when one of them gets hospitalized Drama   United States of America English,253253,Drama
Salvation Boulevard,3.653305,5.6,28,15.894952224644102,0.0,"set in the world of megachurches in which a former deadheadturnedborn againchristian finds himself on the run from fundamentalist members of his megachurch who will do anything to protect their largerthanlife pastor Comedy,Thriller,Action,Drama pastor church service spirituality religion Mandalay Vision United States of America English",51995,"Comedy,Thriller,Action,Drama"
The Ten,3.865122,4.9,57,0.0,0.0,"ten stories each inspired by one of the ten commandments Comedy independent film ventriloquist dummy multiple storylines sabbath brain scan radiation sickness parachutist rubiks cube Ascot Elite Home Entertainment United States of America Español, English",13173,Comedy
A Room for Romeo Brass,1.391958,7.3,18,0.0,0.0,"two twelveyearold boys romeo and gavin undergo an extraordinary test of character and friendship when morell a naive but eccentric and dangerous stranger comes between them morell befriends with the two boys and later asks them to help him pursue romeos beautiful elder sister he gradually becomes more violent after she rejects him Drama,Comedy,Foreign rejection friendship youth  Canada, United Kingdom English",22908,"Drama,Comedy,Foreign"
Hodejegerne,20.821846,7.1,399,0.0,16.569152671419463,"an accomplished headhunter risks everything to obtain a valuable painting owned by a former mercenary Thriller,Crime death of lover art thief art gallery police investigation Nordisk Film, Yellow Bird Films, Friland Produksjon, ARD Degeto Film Germany, Norway Dansk, English, Norsk, Pусский",70670,"Thriller,Crime"
Grabbers,9.451228,6.0,140,0.0,0.0,"something sinister has come to the shores of erin island unbeknownst to the quaint population of this sleepy fishing village resting somewhere off irelands coast first some fishermen go missing then there is the rash of whale carcasses suddenly washing up on the beach when the murders start its up to two mismatched cops an irresponsible alcoholic and his new partner a bythebook woman from the mainland to protect the townsfolk from the giant bloodsucking tentacled aliens that prey upon them their only weapon they discover is booze if they want to survive the creatures onslaught everyone will have to get very very drunk Science Fiction,Comedy,Thriller,Horror monster ireland drunk beheaded Irish Film Board, Samson Films, Forward Films, High Treason Productions, Nvizible Ireland, United Kingdom English",84204,"Science Fiction,Comedy,Thriller,Horror"
Saint Ralph,1.688495,7.3,24,0.0,0.0,"this canadian made comedydrama set in hamilton ontario in 1954 is a sweet and at times goofy story that becomes increasingly poignant as the minutes tick by its the fictional tale of a wayward 9th grader ralph adam butcher who is secretly living on his own while his widowed hospitalized mother remains immersed in a coma frequently in trouble with father fitzpatrick gordon pinsent the principal of his allboys catholic school ralph is considered something of a joke among peers until he decides to pull off a miracle that could save his mother ie winning the boston marathon coached by a younger priest and former runner father hibbert campbell scott whose cynicism has been lifted by the boys pure hope ralph applies himself to his unlikely mission fending off naysayers and getting help along a very challenging path from sundry allies and friends Comedy,Drama sport independent film Alliance Atlantis Communications, Amaze Film + Television, Running Miracles Productions Canada English",25248,"Comedy,Drama"
Miss Julie,5.033065,5.9,45,15.520258832020865,15.424948670398354,"over the course of a midsummer night in fermanagh in 1890 an unsettled daughter of the angloirish aristocracy encourages her fathers valet to seduce her Drama love triangle love irish valet woman director 19th century Maipo Film- og TV Produksjon United Kingdom, Norway English",230266,Drama
Somewhere in Time,5.934016,7.2,102,15.444751293772967,0.0,"young writer richard collier is met on the opening night of his first play by an old lady who begs him to come back to me mystified he tries to find out about her and learns that she is a famous stage actress from the early 1900s becoming more and more obsessed with her he manages by selfhypnosis to travel back in time where he meets her they fall in love a matching that is not appreciated by her manager can their love outlast the immense problems caused by their time difference and can richard remain in a time that is not his Science Fiction,Drama,Fantasy,Romance time travel playwright 1910s Rastar Pictures United States of America English",16633,"Science Fiction,Drama,Fantasy,Romance"
Dum Maaro Dum,0.075817,5.4,7,0.0,0.0,"we hurtle into the bylanes beach shacks and raves of goa with lorry as his life spirals out of control with joki as he tries to redeem the past and with kamath as he goes noholdsbarred after the mysterious shadow figure behind it all punctuated with a soundtrack that moves from pulsating dance tracks to haunting konkani songs shot right in the midst of the teeming international tourist hotspots dum maaro dum takes you on a dramatic thrilling trip filled with twists turns suspense and a shocking finale Drama,Action,Crime,Foreign goa drug bust rave party   English, हिन्दी",63006,"Drama,Action,Crime,Foreign"
Insidious: Chapter 2,48.375848,6.5,1211,15.424948670398354,0.0,"the haunted lambert family seeks to uncover the mysterious childhood secret that has left them dangerously connected to the spirit world Horror,Thriller haunted house possession demon family ghost bride in black Sony Pictures, FilmDistrict United States of America English, ภาษาไทย",91586,"Horror,Thriller"
Saw II,42.187986,6.3,1251,15.201805169084134,18.845458777773114,"when a new murder victim is discovered with all the signs of jigsaws hand detective eric matthews begins a full investigation and apprehends jigsaw with little effort but for jigsaw getting caught is just another part of his plan eight more of his victims are already fighting for their lives and now its time for matthews to join the game Horror riddle serial killer Lions Gate Films, Got Films, Twisted Pictures, Evolution Entertainment, Saw 2 Productions United States of America English",215,Horror
10 Cloverfield Lane,53.698683,6.8,2468,16.52356082573315,18.50029033015003,"after a car accident michelle awakens to find herself in a mysterious bunker with two men named howard and emmett howard offers her a pair of crutches to help her remain mobile with her leg injury sustained from the car crash and tells her to get good on those before leaving the bunker she has been given the information that there has been an alien attack and the outside world is poisoned however howard and emmetts intentions soon become questionable and michelle is faced with a question is it better in here or out there Thriller,Science Fiction,Drama kidnapping bunker paranoia basement survivalist apocalypse car accident captive Paramount Pictures, Bad Robot, Spectrum Effects United States of America English",333371,"Thriller,Science Fiction,Drama"
Jackass: The Movie,14.752587,6.1,345,15.424948670398354,17.978795081384714,"johnny knoxville and his crazy friends appear on the big screen for the very first time in jackass the movie they wander around japan in panda outfits wreak havoc on a once civilized golf course they even do stunts involving live alligators and so on while johnny knoxvile and his pals put their life at risk they are entertaining people at the same time get ready for jackass the movie Documentary,Comedy disgust pain stunts music video stuntman stupidity shocking Paramount Pictures, MTV Films, Dickhouse Productions, Lynch Siderow Productions United States of America English",9012,"Documentary,Comedy"
Lights Out,48.170508,6.3,1129,15.404745967162468,17.602129806159788,"when rebecca left home she thought she left her childhood fears behind growing up she was never really sure of what was and wasnt real when the lights went outand now her little brother martin is experiencing the same unexplained and terrifying events that had once tested her sanity and threatened her safety a frightening entity with a mysterious attachment to their mother sophie has reemerged Horror,Thriller suicide darkness basement based on short story fear of the dark ghost New Line Productions, Matter Productions, Atomic Monster United States of America English",345911,"Horror,Thriller"
Paranormal Activity 3,29.15813,5.9,669,15.424948670398354,19.14194792032347,"in 1988 evil begins to terrorize young sisters katie and kristi for the first time when an invisible entity resides in their home Horror witch sister sister relationship sequel prequel haunting found footage Paramount Pictures, Blumhouse Productions, Room 101, Solana Films United States of America English",72571,Horror
Ouija,56.30466,4.9,983,15.424948670398354,18.455953983766914,"a group of friends must confront their most terrifying fears when they awaken the dark powers of an ancient spirit board Horror death of a friend swimming pool ouija ouija board teenager based on board game ghost spiritualism supernatural horror Universal Pictures, Dentsu Inc., Platinum Dunes, Media Rights Capital, Blumhouse Productions, Fuji Television Network, Hasbro Studios, 5150 Action, White Noise Factory Japan, United States of America English",242512,Horror
A Nightmare on Elm Street 3: Dream Warriors,17.304055,6.5,354,15.424948670398354,17.617567413620975,"its been many years since freddy kruegers first victim nancy came facetoface with freddy and his sadistic evil ways now nancys all grown up shes put her frightening nightmares behind her and is helping teens cope with their dreams too bad freddys decided to herald his return by invading the kids dreams and scaring them into committing suicide Horror,Thriller group therapy nightmare hypnosis trapped alcoholic mental illness catholicism disfigurement sleepwalking mental hospital psychotherapist dreams New Line Cinema, Smart Egg Pictures United States of America English",10072,"Horror,Thriller"
No se Aceptan Devoluciones,9.59729,7.5,205,15.520258832020865,18.411309036364464,"valentin is acapulcos resident playboy until a former fling leaves a baby on his doorstep and him heading with her out of mexico Comedy,Drama bachelor vespa Filmax, Signature Entertainment, Pinema, Pantelion Films Mexico Español, English",211954,"Comedy,Drama"
Paranormal Activity 4,20.326337,5.2,563,15.424948670398354,18.77708160133281,"it has been five years since the disappearance of katie and hunter and a suburban family witness strange events in their neighborhood when a woman and a mysterious child move in Horror garage poltergeist webcam imaginary friend bathtub tricycle found footage laptop computer videotape evil child levitation aftercreditsstinger neighbor neighbor relationship adopted child Paramount Pictures, Blumhouse Productions, Room 101, Solana Films United States of America English",82990,Horror
The Robe,4.028875,6.4,42,15.226497775576945,17.399029524198163,marcellus is a tribune in the time of christ he is in charge of the group that is assigned to crucify jesus drunk he wins jesus homespun robe after the crucifixion he is tormented by nightmares and delusions after the event hoping to find a way to live with what he has done and still not believing in jesus he returns to palestine to try and learn what he can of the man he killed Drama crucifixion ancient rome Twentieth Century Fox Film Corporation United States of America English,29912,Drama
The Return of the Pink Panther,6.470766,6.7,137,15.424948670398354,17.54920437846555,"the famous pink panther jewel has once again been stolen and inspector clouseau is called in to catch the thief the inspector is convinced that the phantom has returned and utilises all of his resources himself and his asian manservant to reveal the identity of the phantom Comedy robbery diamant cte dazur inspector panther United Artists, Jewel Productions, Pimlico Films, Incorporated Television Company (ITC) United Kingdom English",11843,Comedy
Freddy's Dead: The Final Nightmare,16.856231,5.1,272,16.213405921671733,17.367195747894154,"just when you thought it was safe to sleep freddy krueger returns in this sixth installment of the nightmare on elm street films as psychologist maggie burroughs tormented by recurring nightmares meets a patient with the same horrific dreams their quest for answers leads to a certain house on elm street where the nightmares become reality Horror,Thriller,Comedy amnesia nightmare alternate dimension psychologist memory loss youth killer disfigurement duringcreditsstinger woman director halfway house dreams memories New Line Cinema United States of America English",11284,"Horror,Thriller,Comedy"
Monster,19.683187,7.0,485,15.894952224644102,17.916145047056144,"aileen wuornos is an emotionally scarred highway hooker who shoots a sadistic trick who rapes her and ultimately becomes americas first female serial killer Crime,Drama female nudity prostitute rape sexual abuse desperation death penalty motel job interview based on true story murder betrayal serial killer poverty prostitution heartbreak mental illness woman director ugly Newmarket Films United States of America English",504,"Crime,Drama"
"20,000 Leagues Under the Sea",9.358197,6.8,157,15.424948670398354,17.154832571369333,"a ship sent to investigate a wave of mysterious sinkings encounters the advanced submarine the nautilus commanded by captain nemo Adventure,Drama,Science Fiction diving ocean submarine jules verne captain atlantis deep sea war ship diving suit harpoon ship war scuba diving underwater scuba captain nemo giant  squid Walt Disney Productions United States of America English",173,"Adventure,Drama,Science Fiction"
Paranormal Activity: The Marked Ones,19.984477,5.2,449,15.424948670398354,18.27406264123244,"seventeenyearold jesse has been hearing terrifying sounds coming from his neighbors apartment but when he turns on his camera and sets out to uncover their source he encounters an ancient evil that wont rest until its claimed his very soul Horror,Thriller supernatural demon found footage Blumhouse Productions, Room 101, Solana Films United States of America English",227348,"Horror,Thriller"
The Elephant Man,30.271066,7.9,719,15.424948670398354,17.07402489331168,"a victorian surgeon rescues a heavily disfigured man being mistreated by his owner as a sideshow freak behind his monstrous faade there is revealed a person of great intelligence and sensitivity based on the true story of joseph merrick called john merrick in the film a severely deformed man in 19th century london Drama,History exploitation biography hospital curiosity sideshow disfigurement physical deformity freak 19th century dignity Brooksfilms United Kingdom, United States of America English",1955,"Drama,History"
Dallas Buyers Club,59.454473,7.9,2886,15.424948670398354,17.826442460040603,"loosely based on the truelife tale of ron woodroof a drugtaking womenloving homophobic man who in 1986 was diagnosed with hivaids and given thirty days to live Drama,History women aids biography based on true story hiv drug 1980s Universal Studios, Universal Pictures, Voltage Pictures, Truth Entertainment United States of America English, 日本語",152532,"Drama,History"
The Lazarus Effect,20.304235,5.1,505,15.009433329466965,17.976122286979745,"medical researcher frank his fiancee zoe and their team have achieved the impossible they have found a way to revive the dead after a successful but unsanctioned experiment on a lifeless animal they are ready to make their work public however when their dean learns what theyve done he shuts them down zoe is killed during an attempt to recreate the experiment leading frank to test the process on her zoe is revived but something evil is within her Thriller,Horror terror experiment afterlife paranormal violence death evil researcher possesion Lionsgate, Blumhouse Productions, Chapter One Films United States of America English",243940,"Thriller,Horror"
Memento,60.715151,8.1,4028,16.012735246411598,17.49744336489725,"suffering shortterm memory loss after a head injury leonard shelby embarks on a grim quest to find the lowlife who murdered his wife in this gritty complex thriller that packs more knots than a hangmans noose to carry out his plan shelby snaps polaroids of people and places jotting down contextual notes on the backs of photos to aid in his search and jog his memory he even tattoos his own body in a desperate bid to remember Mystery,Thriller individual insulin tattoo waitress amnesia motel insurance salesman revenge memory loss polaroid flashback neonoir Summit Entertainment, Newmarket Capital Group, Team Todd, I Remember Productions United States of America English",77,"Mystery,Thriller"
Oculus,35.871248,6.3,1050,15.424948670398354,17.600387387527693,"a woman tries to exonerate her brothers murder conviction by proving that the crime was committed by a supernatural phenomenon Horror hallucination supernatural mirror skepticism ghost Intrepid Pictures, Blumhouse Productions, Relativity Media, WWE Studios, MICA Entertainment United States of America English",157547,Horror
Clerks II,18.077963,6.9,398,15.424948670398354,17.10720466941345,"a calamity at dante and randalls shops sends them looking for new horizons but they ultimately settle at moobys a fictional disneymcdonaldsstyle fastfood empire Comedy independent film aftercreditsstinger duringcreditsstinger The Weinstein Company, View Askew Productions United States of America English",2295,Comedy
Billy Elliot,20.428237,7.4,750,15.424948670398354,18.5159909328476,"set against the background of the 1984 miners strike billy elliot is an 11 year old boy who stumbles out of the boxing ring and onto the ballet floor he faces many trials and triumphs as he strives to conquer his familys set ways inner conflict and standing on his toes Drama,Comedy,Music workers quarter dancing class strike northern england scholarship ballet BBC Films, Tiger Aspect Productions, StudioCanal, Arts Council of England, Working Title Films, WT2 Productions France, United Kingdom English",71,"Drama,Comedy,Music"
The Way Way Back,32.14444,7.1,688,15.341567078850604,16.959604774606145,"over the course of his summer break a teenager comes into his own thanks in part to the friendship he strikes up with one of the parks managers Comedy,Drama shyness beach bicycle conversation friendship step father vacation job neighbor summer teenager water park awkwardness Fox Searchlight Pictures, Odd Lot Entertainment, Sycamore Pictures United States of America English",147773,"Comedy,Drama"
House Party 2,3.673566,4.7,21,0.0,0.0,kidnplay leave their neighborhood and enter the world of adulthood and higher education play attempts to get rich quick in the music business while kid faces the challenges of college Comedy   United States of America English,16096,Comedy
The Man from Snowy River,3.656491,6.8,37,15.068273812173887,16.843682141305834,"jim craig has lived his first 18 years in the mountains of australia on his fathers farm the death of his father forces him to go to the low lands to earn enough money to get the farm back on its feet kirk douglas plays two roles as twin brothers who havent spoken for years one of whom was jims fathers best friend and the other of whom is the father of the girl he wants to marry Family,Drama,Action,Western,Romance regret river horse ranch australia brumby brumbies colt stockman clancy of the overflow Cambridge Productions Australia English",24266,"Family,Drama,Action,Western,Romance"
Doug's 1st Movie,1.88484,5.4,22,0.0,0.0,"doug and his pal skeeter sets out to find the monster of lucky duck lake though things get really out of hand when some one blurts out that the monster is real Animation,Family,Comedy journalism dance daydream friendship pollution cartoon number in title kids and family valentine Walt Disney Pictures United States of America English",16508,"Animation,Family,Comedy"
The Apostle,4.227807,6.1,38,15.424948670398354,0.0,after his happy life spins out of control a preacher from texas changes his name goes to louisiana and starts preaching on the radio Drama christianity coma jealousy radio station texas apostle minister louisiana forgiveness independent film preacher Butcher's Run Productions United States of America English,2895,Drama
Mommie Dearest,3.102862,6.5,54,0.0,0.0,in this biographical film glamorous yet lonely star joan crawford takes in two orphans and at first their unconventional family seems happy but after joans attempts at romantic fulfillment go sour and she is fired from her contract with mgm studios her callous and abusive behavior towards her daughter christina becomes even more pronounced christina leaves home and takes her first acting role only to find her mothers presence still overshadowing her Drama ax biography sociopath lawyer mansion docudrama perfection adopted child Paramount Pictures United States of America English,15660,Drama
Our Idiot Brother,15.688439,5.9,365,16.118095750958314,16.664689535014837,"everybody has the sibling who is always just a little bit behind the curve when it comes to getting his life together for sisters liz miranda and natalie that person is their perennially upbeat brother ned an erstwhile organic farmer whose willingness to rely on the honesty of mankind is a lessthanoptimum strategy for a tidy troublefree existence ned may be utterly lacking in common sense but he is their brother and so after his girlfriend dumps him and boots him off the farm his sisters once again come to his rescue as liz miranda and natalie each take a turn at housing ned their brothers unfailing commitment to honesty creates more than a few messes in their comfortable routines but as each of their lives begins to unravel neds family comes to realize that maybe in believing and trusting the people around him ned isnt such an idiot after all Comedy,Drama brother sister relationship sister sister relationship family clan idealist duringcreditsstinger The Weinstein Company, Likely Story, Big Beach Films, Yuk Films United States of America English",59968,"Comedy,Drama"
